symbol,strategy,interval,side,qty,entry_signal_time,entry_time,entry_price,exit_time,exit_price,exit_reason,bars_held,pnl,return_pct,stop_price,take_profit_price,stop_distance,stop_distance_frac_of_price,stop_source,risk_reward_multiple,time_stop_triggered,macd_failure_triggered
ALB,macd_pullback,5m,long,5,2025-11-07T18:10:00+00:00,2025-11-07T18:15:00+00:00,95.89,2025-11-07T18:40:00+00:00,95.93,macd_failure,6,0.2,0.0417,93.49,99.49,2.4,0.025029,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-11-11T20:15:00+00:00,2025-11-11T20:20:00+00:00,103.07,2025-11-12T14:30:00+00:00,106.59,take_profit,9,17.6,3.4152,100.72,106.59,2.35,0.0228,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2025-11-14T19:15:00+00:00,2025-11-14T19:20:00+00:00,115.63,2025-11-14T20:25:00+00:00,115.45,macd_failure,14,-0.9,-0.1557,112.59,120.19,3.04,0.026291,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-11-18T18:00:00+00:00,2025-11-18T18:05:00+00:00,120.915,2025-11-18T19:05:00+00:00,121.49,macd_failure,13,2.875,0.4755,118.18,125.02,2.735,0.022619,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2025-11-21T20:00:00+00:00,2025-11-21T20:05:00+00:00,117.36,2025-11-24T14:30:00+00:00,115.5,take_profit,12,9.3,1.5849,118.6,115.5,1.24,0.010566,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2025-11-24T17:00:00+00:00,2025-11-24T17:10:00+00:00,114.53,2025-11-24T18:15:00+00:00,114.76,macd_failure,13,-1.15,-0.2008,117.7,109.78,3.17,0.027678,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-11-26T15:20:00+00:00,2025-11-26T15:25:00+00:00,125.28,2025-11-26T15:50:00+00:00,124.86,macd_failure,6,-2.1,-0.3352,120.7,132.15,4.58,0.036558,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-11-26T15:55:00+00:00,2025-11-26T16:00:00+00:00,125.85,2025-11-26T17:10:00+00:00,126.3,macd_failure,14,2.25,0.3576,120.99,133.14,4.86,0.038617,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-12-01T16:40:00+00:00,2025-12-01T16:45:00+00:00,129.88,2025-12-01T17:40:00+00:00,129.115,macd_failure,11,-3.825,-0.589,126.18,135.43,3.7,0.028488,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-12-01T17:50:00+00:00,2025-12-01T18:00:00+00:00,129.35,2025-12-01T19:20:00+00:00,128.82,macd_failure,16,-2.65,-0.4097,126.57,133.52,2.78,0.021492,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2025-12-04T17:05:00+00:00,2025-12-04T17:10:00+00:00,122.24,2025-12-04T18:25:00+00:00,120.5,macd_failure,16,8.7,1.4234,125.82,116.87,3.58,0.029287,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-12-05T19:15:00+00:00,2025-12-05T19:20:00+00:00,126.98,2025-12-05T20:40:00+00:00,126.51,macd_failure,17,-2.35,-0.3701,125.13,129.76,1.85,0.014569,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2025-12-08T17:05:00+00:00,2025-12-08T17:10:00+00:00,125.48,2025-12-08T17:15:00+00:00,125.76,stop_loss,2,-1.4,-0.2231,125.76,125.06,0.28,0.002231,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2025-12-08T17:15:00+00:00,2025-12-08T17:20:00+00:00,125.63,2025-12-08T17:20:00+00:00,125.51,stop_loss,1,-0.6,-0.0955,125.51,125.81,0.12,0.000955,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2025-12-08T17:20:00+00:00,2025-12-08T17:25:00+00:00,125.48,2025-12-08T17:45:00+00:00,125.55,macd_failure,5,-0.35,-0.0558,125.76,125.06,0.28,0.002231,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-12-11T18:40:00+00:00,2025-12-11T18:50:00+00:00,134.27,2025-12-11T20:50:00+00:00,134.91,time_stop,19,3.2,0.4767,131.34,138.67,2.93,0.021822,ema200_buffer,1.5,True,False
ALB,macd_pullback,5m,long,5,2025-12-15T15:05:00+00:00,2025-12-15T15:10:00+00:00,133.11,2025-12-15T15:50:00+00:00,131.99,stop_loss,9,-5.6,-0.8414,131.99,134.79,1.12,0.008414,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2025-12-15T18:25:00+00:00,2025-12-15T18:30:00+00:00,131.94,2025-12-15T18:45:00+00:00,132.36,stop_loss,4,-2.1,-0.3183,132.36,131.31,0.42,0.003183,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2025-12-16T15:20:00+00:00,2025-12-16T15:25:00+00:00,130.99,2025-12-16T16:30:00+00:00,131.93,macd_failure,14,-4.7,-0.7176,132.54,128.67,1.55,0.011833,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2025-12-16T17:25:00+00:00,2025-12-16T17:35:00+00:00,131.97,2025-12-16T18:00:00+00:00,131.26,take_profit,6,3.55,0.538,132.44,131.26,0.47,0.003561,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2025-12-17T17:20:00+00:00,2025-12-17T17:25:00+00:00,138.445,2025-12-17T17:50:00+00:00,136.8,macd_failure,6,-8.225,-1.1882,133.26,146.22,5.185,0.037452,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-12-18T17:35:00+00:00,2025-12-18T17:40:00+00:00,138.5,2025-12-18T19:20:00+00:00,139.32,time_stop,19,4.1,0.5921,134.97,143.8,3.53,0.025487,ema200_buffer,1.5,True,False
ALB,macd_pullback,5m,long,5,2025-12-23T18:20:00+00:00,2025-12-23T18:25:00+00:00,147.2,2025-12-23T19:30:00+00:00,147.4,macd_failure,12,1.0,0.1359,144.99,150.51,2.21,0.015014,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2025-12-26T20:35:00+00:00,2025-12-26T20:40:00+00:00,149.815,2025-12-29T14:30:00+00:00,147.13,stop_loss,5,-13.425,-1.7922,147.13,153.84,2.685,0.017922,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2025-12-29T17:40:00+00:00,2025-12-29T17:45:00+00:00,144.505,2025-12-29T19:15:00+00:00,144.92,time_stop,19,-2.075,-0.2872,146.69,141.23,2.185,0.015121,ema200_buffer,1.5,True,False
ALB,macd_pullback,5m,short,5,2025-12-29T19:20:00+00:00,2025-12-29T19:25:00+00:00,144.91,2025-12-29T20:45:00+00:00,144.74,macd_failure,16,0.85,0.1173,146.44,142.62,1.53,0.010558,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2025-12-30T19:05:00+00:00,2025-12-30T19:15:00+00:00,142.96,2025-12-30T20:40:00+00:00,142.385,macd_failure,18,2.875,0.4022,145.16,139.66,2.2,0.015389,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2025-12-31T17:25:00+00:00,2025-12-31T17:30:00+00:00,141.98,2025-12-31T18:40:00+00:00,142.06,macd_failure,8,-0.4,-0.0563,144.04,138.89,2.06,0.014509,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2025-12-31T19:20:00+00:00,2025-12-31T19:25:00+00:00,141.47,2025-12-31T20:30:00+00:00,141.25,macd_failure,13,1.1,0.1555,143.76,138.04,2.29,0.016187,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-01-02T18:15:00+00:00,2026-01-02T18:20:00+00:00,142.08,2026-01-02T19:40:00+00:00,143.07,stop_loss,17,-4.95,-0.6968,143.07,140.6,0.99,0.006968,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2026-01-05T18:10:00+00:00,2026-01-05T18:15:00+00:00,147.49,2026-01-05T19:10:00+00:00,146.9,macd_failure,9,-2.95,-0.4,144.21,152.41,3.28,0.022239,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-01-09T16:35:00+00:00,2026-01-09T16:40:00+00:00,161.48,2026-01-09T17:30:00+00:00,161.06,macd_failure,8,-2.1,-0.2601,158.37,166.14,3.11,0.019259,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-01-12T18:35:00+00:00,2026-01-12T18:50:00+00:00,168.44,2026-01-12T19:40:00+00:00,168.605,macd_failure,8,0.825,0.098,162.59,177.21,5.85,0.03473,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-01-12T19:40:00+00:00,2026-01-12T19:45:00+00:00,168.82,2026-01-12T20:05:00+00:00,168.75,macd_failure,5,-0.35,-0.0415,163.05,177.47,5.77,0.034178,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-01-13T20:50:00+00:00,2026-01-13T20:55:00+00:00,176.75,2026-01-14T15:40:00+00:00,176.67,macd_failure,15,-0.4,-0.0453,169.92,187.0,6.83,0.038642,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-01-14T15:40:00+00:00,2026-01-14T15:45:00+00:00,176.265,2026-01-14T16:50:00+00:00,176.34,macd_failure,13,0.375,0.0425,170.69,184.63,5.575,0.031629,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-01-14T18:10:00+00:00,2026-01-14T18:15:00+00:00,177.865,2026-01-14T19:45:00+00:00,178.26,macd_failure,17,1.975,0.2221,172.09,186.53,5.775,0.032468,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-01-15T16:25:00+00:00,2026-01-15T16:30:00+00:00,174.42,2026-01-15T16:30:00+00:00,174.78,stop_loss,1,-1.8,-0.2064,174.78,173.88,0.36,0.002064,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2026-01-15T20:35:00+00:00,2026-01-15T20:40:00+00:00,173.8,2026-01-16T14:30:00+00:00,172.71,take_profit,5,5.45,0.6272,174.53,172.71,0.73,0.0042,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2026-01-16T19:25:00+00:00,2026-01-16T19:30:00+00:00,164.47,2026-01-20T14:30:00+00:00,160.995,time_stop,19,17.375,2.1128,169.9,156.32,5.43,0.033015,ema200_buffer,1.5,True,False
ALB,macd_pullback,5m,long,5,2026-01-20T19:25:00+00:00,2026-01-20T19:30:00+00:00,169.9,2026-01-20T19:30:00+00:00,168.63,stop_loss,1,-6.35,-0.7475,168.63,171.81,1.27,0.007475,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2026-01-20T19:50:00+00:00,2026-01-20T19:55:00+00:00,170.87,2026-01-21T14:30:00+00:00,174.16,take_profit,14,16.45,1.9254,168.68,174.16,2.19,0.012817,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2026-01-23T18:05:00+00:00,2026-01-23T18:10:00+00:00,189.08,2026-01-23T19:50:00+00:00,191.55,time_stop,19,12.35,1.3063,183.66,197.21,5.42,0.028665,ema200_buffer,1.5,True,False
ALB,macd_pullback,5m,long,5,2026-01-26T15:00:00+00:00,2026-01-26T15:05:00+00:00,191.535,2026-01-26T15:40:00+00:00,189.885,macd_failure,8,-8.25,-0.8615,185.81,200.12,5.725,0.02989,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-01-26T16:10:00+00:00,2026-01-26T16:15:00+00:00,190.76,2026-01-26T16:35:00+00:00,190.34,macd_failure,5,-2.1,-0.2202,186.4,197.3,4.36,0.022856,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-01-26T16:45:00+00:00,2026-01-26T16:50:00+00:00,190.99,2026-01-26T18:30:00+00:00,190.98,time_stop,19,-0.05,-0.0052,186.66,197.49,4.33,0.022671,ema200_buffer,1.5,True,False
ALB,macd_pullback,5m,short,5,2026-01-28T19:05:00+00:00,2026-01-28T19:10:00+00:00,184.36,2026-01-28T20:05:00+00:00,185.02,macd_failure,12,-3.3,-0.358,187.87,179.1,3.51,0.019039,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-01-29T18:05:00+00:00,2026-01-29T18:10:00+00:00,179.58,2026-01-29T19:25:00+00:00,180.39,macd_failure,7,-4.05,-0.4511,184.81,171.74,5.23,0.029124,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-01-29T20:00:00+00:00,2026-01-29T20:05:00+00:00,179.44,2026-01-30T14:30:00+00:00,172.31,take_profit,12,35.65,3.9735,184.19,172.31,4.75,0.026471,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2026-02-09T18:50:00+00:00,2026-02-09T18:55:00+00:00,164.85,2026-02-09T20:35:00+00:00,165.085,macd_failure,19,1.175,0.1426,163.03,167.58,1.82,0.01104,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-02-10T16:40:00+00:00,2026-02-10T16:45:00+00:00,166.275,2026-02-10T18:15:00+00:00,168.055,time_stop,19,8.9,1.0705,163.87,169.88,2.405,0.014464,ema200_buffer,1.5,True,False
ALB,macd_pullback,5m,long,5,2026-02-11T16:40:00+00:00,2026-02-11T16:45:00+00:00,172.97,2026-02-11T18:05:00+00:00,173.21,macd_failure,17,1.2,0.1388,166.87,182.12,6.1,0.035266,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-02-11T19:10:00+00:00,2026-02-11T19:15:00+00:00,174.34,2026-02-11T20:35:00+00:00,175.485,macd_failure,17,5.725,0.6568,168.54,183.04,5.8,0.033268,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-02-12T20:10:00+00:00,2026-02-12T20:15:00+00:00,161.08,2026-02-13T14:50:00+00:00,163.645,macd_failure,14,-12.825,-1.5924,166.56,152.86,5.48,0.03402,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-02-13T18:40:00+00:00,2026-02-13T18:45:00+00:00,166.74,2026-02-13T19:55:00+00:00,165.58,stop_loss,12,-5.8,-0.6957,165.58,168.48,1.16,0.006957,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2026-02-17T18:40:00+00:00,2026-02-17T18:45:00+00:00,169.385,2026-02-17T19:45:00+00:00,169.59,macd_failure,10,1.025,0.121,166.51,173.7,2.875,0.016973,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-02-19T17:00:00+00:00,2026-02-19T17:05:00+00:00,167.2,2026-02-19T17:25:00+00:00,167.6,macd_failure,5,-2.0,-0.2392,170.11,162.83,2.91,0.017404,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-02-20T15:00:00+00:00,2026-02-20T15:05:00+00:00,170.9,2026-02-20T15:45:00+00:00,168.99,stop_loss,8,-9.55,-1.1176,168.99,173.76,1.91,0.011176,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2026-02-20T18:35:00+00:00,2026-02-20T18:40:00+00:00,168.65,2026-02-20T19:50:00+00:00,167.65,take_profit,11,5.0,0.5929,169.32,167.65,0.67,0.003973,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,long,5,2026-02-23T20:25:00+00:00,2026-02-23T20:30:00+00:00,176.885,2026-02-24T14:35:00+00:00,185.16,take_profit,8,41.375,4.6782,171.37,185.16,5.515,0.031178,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2026-03-02T20:00:00+00:00,2026-03-02T20:05:00+00:00,178.34,2026-03-03T14:30:00+00:00,174.02,take_profit,12,21.6,2.4223,181.22,174.02,2.88,0.016149,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2026-03-04T18:05:00+00:00,2026-03-04T18:10:00+00:00,169.97,2026-03-04T19:10:00+00:00,170.26,macd_failure,12,-1.45,-0.1706,171.61,167.51,1.64,0.009649,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-03-04T19:20:00+00:00,2026-03-04T19:25:00+00:00,169.31,2026-03-04T20:25:00+00:00,169.25,macd_failure,13,0.3,0.0354,171.43,166.13,2.12,0.012521,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-03-06T18:35:00+00:00,2026-03-06T18:45:00+00:00,163.19,2026-03-06T20:35:00+00:00,160.695,time_stop,19,12.475,1.5289,165.88,159.16,2.69,0.016484,ema200_buffer,1.5,True,False
ALB,macd_pullback,5m,long,5,2026-03-10T16:55:00+00:00,2026-03-10T17:00:00+00:00,170.9,2026-03-10T17:45:00+00:00,170.97,macd_failure,10,0.35,0.041,166.19,177.97,4.71,0.02756,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-03-11T17:50:00+00:00,2026-03-11T17:55:00+00:00,165.71,2026-03-11T19:30:00+00:00,167.24,stop_loss,13,-7.65,-0.9233,167.24,163.42,1.53,0.009233,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2026-03-12T17:35:00+00:00,2026-03-12T17:40:00+00:00,163.38,2026-03-12T19:30:00+00:00,164.66,macd_failure,15,-6.4,-0.7834,165.85,159.68,2.47,0.015118,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-03-12T19:50:00+00:00,2026-03-12T19:55:00+00:00,163.695,2026-03-13T13:50:00+00:00,165.14,macd_failure,5,-7.225,-0.8827,165.62,160.81,1.925,0.01176,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-03-13T14:05:00+00:00,2026-03-13T14:15:00+00:00,162.68,2026-03-13T16:05:00+00:00,159.715,macd_failure,19,14.825,1.8226,165.56,158.36,2.88,0.017703,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-03-18T18:10:00+00:00,2026-03-18T18:15:00+00:00,168.48,2026-03-18T19:30:00+00:00,165.49,stop_loss,16,-14.95,-1.7747,165.49,172.96,2.99,0.017747,ema200_buffer,1.5,False,False
ALB,macd_pullback,5m,short,5,2026-03-19T17:10:00+00:00,2026-03-19T17:15:00+00:00,159.835,2026-03-19T18:10:00+00:00,161.23,macd_failure,8,-6.975,-0.8728,164.11,153.42,4.275,0.026746,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,short,5,2026-03-20T17:25:00+00:00,2026-03-20T17:35:00+00:00,157.15,2026-03-20T19:10:00+00:00,156.04,macd_failure,19,5.55,0.7063,162.09,149.74,4.94,0.031435,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-03-23T17:30:00+00:00,2026-03-23T17:40:00+00:00,168.92,2026-03-23T19:10:00+00:00,168.27,macd_failure,15,-3.25,-0.3848,163.2,177.5,5.72,0.033862,ema200_buffer,1.5,False,True
ALB,macd_pullback,5m,long,5,2026-03-31T19:00:00+00:00,2026-03-31T19:05:00+00:00,181.29,2026-03-31T19:30:00+00:00,181.52,macd_failure,6,1.15,0.1269,179.33,184.23,1.96,0.010811,ema200_buffer,1.5,False,True
